0	0	-1.1	8.7
0	3.50251	1.1	0.204
0	13.1585	1.5	8.67
0	0	-0.9	0.1
0	0	-0.7	26.1
0	10.6006	1.8	5.202
0	5.802	1.9	0.102
0	0	-0.1	0.6
0	11.076	2.4	3.876
0	8.202	2.7	0.102
0	5.788	1.8	4.488
0	8.874	4.3	8.874
0	13.362	3.9	13.362
0	1.122	4.1	1.122
0	0	0.6	0
0	0	0	0.7
0	3.862	1.1	3.162
0	2.04	2.2	2.04
0	0.102	3.4	0.102
0	0.102	5.1	0.102
0	0	8.5	0
0	4.692	5	4.692
0	0.204	3.1	0.204
0	4.182	5.5	4.182
0	6.12	4.1	6.12
0	7.854	4.2	7.854
0	1.224	3.4	1.224
0	0.306	1.7	0.306
0	2.55	3.9	2.55
0	0.306	3.9	0.306
0	6.426	4.7	6.426
0	10.506	4.9	10.506
0	0	1.9	0
0	6.732	0.9	6.732
0	0.102	3.3	0.102
0	2.142	3.3	2.142
0	0.714	2.7	0.714
0	0.102	1.3	0.102
0	2.244	2.5	2.244
0	0	4.5	0
0	0	2	0
0	0	2.5	0
0	0	3.1	0
0	0	-0.1	0
0	0	-0.4	0.2
0	0	-0.2	1.2
0	0	-0.3	0.1
0	0	-1.4	0
0	1.5	0.5	0
0	0	-0.7	0
0	0	-0.1	1.2
0	0	-1.8	3.1
0	0	-2.1	0.1
0	0	-1.7	4.1
0	2.44447	1.8	0
0	0	-1	20.7
0	2.52733	0.7	16.626
0	14.6295	2	20.808
0	6.822	1.9	1.122
0	7.8	2.6	0
0	8.932	3.8	6.732
0	0.612	4.2	0.612
0	12.75	5.2	12.75
0	5.304	5.7	5.304
0	0.306	5.6	0.306
0	1.224	7.8	1.224
0	4.59	9.3	4.59
0	1.02	5.4	1.02
0	1.326	4.6	1.326
0	2.55	4.5	2.55
0	6.732	4.3	6.732
0	2.652	6.1	2.652
0	0.51	7	0.51
0	4.896	3.9	4.896
0	3.162	2	3.162
0	0.204	3.1	0.204
0	0.102	3.8	0.102
0	0.102	3.7	0.102
0	0.306	2.3	0.306
0	1.326	3.7	1.326
0	7.06322	6.3	8.058
0	11.016	9	11.016
0	0.714	5.1	0.714
0	0.204	6.9	0.204
0	0	4.4	0
0	3.264	2.7	3.264
0	6.222	6.5	6.222
0	2.448	6.9	2.448
0	10.404	5.6	10.404
0	4.794	5.4	4.794
0	0.306	6.3	0.306
0	0.102	4.1	0.102
0	3.876	3.9	3.876
0	0.102	2.9	0.102
0	1.326	3.7	1.326
0	6.222	4.5	6.222
0	2.652	3.1	2.652
0	3.468	2.3	3.468
0	3.06	2.6	3.06
0	0	5.3	0
0	0.51	3.4	0.51
0	0	7.2	0
0	0	5.7	0
0	0	5.7	0
0	0	5.2	0
0	2.55	5.1	2.55
0	0	6.5	0
0	0.204	4.7	0.204
0	0	7.5	0
0	0	6.5	0
0	10.3653	3.9	10.812
0	3.162	7.8	3.162
0	10.302	8.5	10.302
0	2.04	9.5	2.04
0	4.182	5.8	4.182
0	0.102	7.5	0.102
0	0	11.5	0
0	0.102	10.7	0.102
0	0.204	10.9	0.204
0	0	10.4	0
0	0.408	9.4	0.408
0	5.508	10.7	5.508
0	4.692	8.7	4.692
0	0.816	8.5	0.816
0	1.632	7.6	1.632
0	0.408	8.5	0.408
0	0	9.3	0
0	0.102	7.7	0.102
0	0	7.8	0
0	0	9.5	0
0.616278	0	11.5	0
1.7331	0	13.5	0
2.62385	0	10.9	0
3.59762	0	11.3	0
4.16574	0	7.1	0
4.84505	0	7.9	0
5.36585	0.408	6.7	0.408
5.85449	0	6.1	0
6.18406	0	4.3	0
6.81277	0.306	7.5	0.306
7.60157	0	8.9	0
8.4822	0	9.7	0
9.31074	0	9.1	0
10.0175	0	7.8	0
10.7769	0	8.3	0
11.289	0	5.7	0
11.8425	0	6.1	0
12.6245	0	8.5	0
13.5441	0	10	0
14.4848	0	10.3	0
15.5461	0	11.7	0
16.7137	0	13	0
16.9825	3.70979	11.3	5.304
17.3447	1.02	12.3	1.02
17.6098	0.306	10.1	0.306
18.0015	0.102	10.3	0.102
18.6723	0.102	12.5	0.102
19.4106	0	12.4	0
19.903	0.51	9.7	0.51
20.3416	1.224	10.3	1.224
20.9927	0	11.8	0
21.7319	0	12.1	0
22.6864	0	14.1	0
23.8707	0	16.5	0
24.7436	0	12.5	0
25.2211	0.500533	11.4	2.346
24.591	0.954939	10.8	8.262
24.0062	1.83338	11.4	2.244
23.6557	0.714	11.7	0.714
23.7685	0	14.1	0
23.8511	0.752736	14.3	1.836
23.5166	1.49594	12.6	3.57
23.3724	0.204	11.9	0.204
23.3193	0.612	11.3	0.612
23.1737	2.16427	16.1	4.998
22.8388	3.468	16	3.468
22.5091	0.204	12.4	0.204
22.7316	0	15.7	0
23.3162	0	17.5	0
23.789	0	14.2	0
24.3518	0	13.7	0
25.147	0	15.3	0
25.8084	0	12.7	0
26.7122	0.381278	16.2	0.714
27.3663	0.934594	16	2.142
28.0897	0	15.5	0
28.6808	1.122	14.7	1.122
29.4391	0	15.6	0
30.3161	0	16.2	0
30.9165	0.35379	13.1	0.714
31.451	1.90082	15.1	2.04
32.145	0.102	16	0.102
32.946	0.306	16.9	0.306
33.7163	0	15.5	0
34.3013	0.816	13.7	0.816
35.011	0	14.5	0
35.75	0	14.2	0
36.472	0	13.4	0
37.1957	0	13	0
38.0549	0	14.7	0
39.1029	0.202894	17.8	0.204
39.4337	1.13263	15.1	3.978
39.7719	0	13.3	0
40.3387	0	15.3	0
40.7714	0.365825	14.9	1.326
41.1335	1.28117	16.9	2.142
41.5409	0.51	16.6	0.51
41.9737	0	15.1	0
42.4637	0	14.5	0
43.0213	0	14.4	0
42.4469	0.815446	16.5	9.588
40.6325	3.35227	19.8	12.954
39.3223	0.204	18.1	0.204
38.4339	0.204	17.1	0.204
37.4033	3.468	15.9	3.468
36.7871	1.734	19.1	1.734
36.327	0	15.7	0
36.0813	0	14.3	0
36.0273	0	13.5	0
36.321	0	15.7	0
36.4884	0.714	13.1	0.714
36.6945	0.204	12	0.204
37.0669	0	12.7	0
37.4969	0.102	12.4	0.102
37.8207	0	9.7	0
38.2522	0	10.4	0
38.9155	0	13.2	0
39.0846	0.295147	9.9	2.244
39.5261	0.27655	13.5	0.408
39.2932	0.501535	11.2	4.386
39.3346	0.445905	13.5	0.51
39.2973	0.861488	13.2	1.632
39.4452	0	13.3	0
36.1795	1.83156	11.7	24.99
33.5235	1.65738	14.1	2.958
30.2059	1.94504	12.9	9.69
27.3683	1.81082	13.2	3.162
24.837	3.672	13.3	3.672
22.7223	0.714	10.5	0.714
20.8169	3.06	10.7	3.06
19.6085	0.408	12.7	0.408
18.8466	0	12.4	0
18.2218	0	9.7	0
18.2154	0	13.3	0
18.2835	0	11.5	0
17.7878	0.99607	11.3	5.304
17.6501	0.306	12.4	0.306
17.4681	0.578967	11.5	1.53
16.6698	1.10073	9.8	5.1
16.1638	0.612	10.2	0.612
16.0034	0.306	11.3	0.306
15.3994	0.616349	7.7	2.55
14.8906	0.631801	9.1	2.142
14.6338	0.631686	11.8	1.938
13.6282	1.69497	10.7	6.63
12.9974	0.306	10.8	0.306
12.44	0.306	8.5	0.306
11.3769	2.16277	9.8	6.528
10.6393	0.102	9.1	0.102
10.306	0	9.9	0
10.0643	0.51	8.9	0.51
8.99783	1.65618	9.9	8.262
7.99654	2.958	10.5	2.958
7.6707	0	13.1	0
7.53194	0	11.7	0
7.75311	0	12.7	0
7.64733	0.816	8.5	0.816
7.86027	0	9.8	0
8.31069	0	10.7	0
8.95499	0	11.5	0
9.39478	0	8.5	0
10.3347	0	12.9	0
10.8888	0.357841	13.5	3.57
11.0081	0.409334	10.3	1.938
9.85827	3.78165	11.3	11.118
8.51937	0	4.7	0
7.30421	1.02	3.7	1.02
6.69351	0.408	7.1	0.408
6.67237	0	10.3	0
7.094	0.204	12.9	0.204
7.36273	0	9.7	0
7.68767	0	8.9	0
8.15016	0	9.2	0
8.70665	0	9.3	0
9.42627	0	10.3	0
10.1171	0	9.5	0
10.9136	0	10.2	0
11.3842	0.669176	9.6	2.142
11.6441	0	6.5	0
11.9163	0	5.9	0
12.1305	0	4.7	0
10.7466	0.913452	7.1	13.464
9.17562	1.12196	10	6.426
7.40396	1.15974	8.7	4.284
4.40635	6.83018	10.3	14.28
2.59324	0.102	11.3	0.102
1.18845	0.102	7.2	0.102
0.243435	1.938	8.1	1.938
0	0.408	6.5	0.408
0	0	5.5	0
0	0	7.3	0
0	1.09182	3.8	4.692
0	3.26794	7.2	6.834
0	0.408	8.7	0.408
0	0	8.3	0
0	1.50904	3.7	5.304
0	1.0596	6.7	1.122
0	4.36275	10.2	8.976
0	1.224	7.1	1.224
0	0	7	0
0	0.51	4.3	0.51
0	1.54665	5.9	5.406
0	2.15445	9.5	11.118
0	2.13885	8.8	2.958
0	2.31275	8.5	5.61
0	3.01593	8.7	12.954
0	16.6913	10.1	19.074
0	11.628	9.3	11.628
0	1.326	8.4	1.326
0	7.65	6.7	7.65
0	6.834	5.9	6.834
0	8.772	8.5	8.772
0	1.428	8.3	1.428
0	1.122	8.7	1.122
0	0	7.5	0
0	0.306	7.9	0.306
0	0	12.1	0
0	0	7.5	0
0	0	7.2	0
0	0	11.3	0
0	0	10.1	0
0	0	5.9	0
0	0	1.7	0
0	0	0.5	0
0	0	3.3	0
0	1.12563	6.7	4.59
0	1.26204	6.5	3.57
0	1.594	3.7	5.814
0	1.91659	3.5	5.916
0	2.41103	4.3	8.67
0	19.0464	3.5	31.008
0	1.122	3.5	1.122
0	0.714	6.1	0.714
0	15.606	9.3	15.606
0	15.198	11.5	15.198
0	0.102	9.7	0.102
0	0	5.7	0
0	0	-0.8	0
0	0.408	2.3	0.408
0	1.326	4.5	1.326
0	8.874	5.7	8.874
0	3.774	3.3	3.774
0	0.306	2.4	0.306
0	0	1.7	0
0	0	-0.9	0
0	0	-0.5	0
0	0.102	1.2	0.102
0	0	6.5	0
0	1.96032	5.4	3.162
0	2.65342	3.5	5.508
0	6.84687	1	7.344
0	5.61	5.3	5.61
0	14.688	4.5	14.688
0	2.958	5.1	2.958
0	0.408	1.3	0.408
0	0	-1.6	0.4
0	0	-1.6	0
0	0	-3.5	0
0	0	-0.6	2.6
0	4.122	4.5	1.122
0	2.244	4.3	2.244
0	0.816	4.3	0.816
0	0.612	5.1	0.612
0	0.612	6.7	0.612
0	6.732	3.9	6.732
0	0	0.3	0
0	0.918	2.3	0.918
0	0.204	3.7	0.204
0	0.204	7	0.204
0	1.224	3.1	1.224
0	1.83835	3.7	5.508
0	2.43884	2.5	9.792
0	2.55413	1.7	3.57
0	8.40005	1.1	9.996
0	0.612	1.8	0.612
0	11.322	1.5	11.322
